id,BUSINESS YEAR,STATE CODE,ISSUER NAME,ISSUER ID,SOURCE NAME,VERSION NUMBER,IMPORT DATE,BENEFIT PACKAGE ID,MARKET COVERAGE,DENTAL ONLY PLAN,TIN,STANDARD COMPONENT ID,PLAN MARKETING NAME,HIOS PRODUCT ID,HPID,NETWORK ID,SERVICE AREA ID,FORMULARY ID,IS IT A 1 PLAN,PLAN TYPE,METAL LEVEL,UNIQUE PLAN DESIGN,QHP NONQHP TYPE ID,IS NOTICE REQUIRED FOR PREGNACY,IS REFERRAL REQUIRED FOR SPECIALIST,SPECIALIST REQUIRING REFERRAL,PLAN LEVEL EXCLUSIONS,IS HSA ELIGIBLE,HSA OR HRA EMPLOYER CONTRIBUTION,HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT,CHILD ONLY OFFERING,CHILD ONLY PLAN ID,WELLNESS PROGRAM OFFERED,DISEASE MANAGEMENT PROGRAMS OFFERED,EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY,IS GUARANTEED RATE?,SPECIALITY DRUG MAXIMUM COINSURANCE,INPATIENT COPAYMENT MAXIMUM DAYS,BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS,BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS,PLAN EFFECTIVE DATE,PLAN EXPIRATION DATE,OUT OF COUNTRY COVERAGE,OUT OF COUNTRY COVERAGE DESCRIPTION,OUT OF SERVICE AREA COVERAGE,OUT OF SERVICE AREA COVERAGE DESCRIPTION,NATIONAL NETWORK,URL FOR SUMMARY OF BENEFITS COVERAGE,URL FOR ENROLLMENT PAYMENT,PLAN BROCHURE,FORMULARY URL,PLAN ID,CSR VARIATION TYPE,ISSUER ACTUARIAL VALUE,AV CALCULATOR OUTPUT NUMBER,MEDICAL DRUG DEDUCTIBLES INTEGRATED,MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED,MULTIPLE NETWORK TIERS,FIRST TIER UTILIZATION,SECOND TIER UTILIZATION,MEHB INN TIER 1 INDIVIDUAL MOOP,MEHB INN TIER 1 FAMILY MOOP,MEHB INN TIER 2 INDIVIDUAL MOOP,MEHB INN TIER 2 FAMILY MOOP,MEHB OUT OF NET INDIVIDUAL MOOP,MEHB OUT OF NET FAMILY MOOP,MEHB COMB INN OON INDIVIDUAL MOOP,MEHB COMB INN OON FAMILY MOOP,DEHB INN TIER 1 INDIVIDUAL MOOP,DEHB INN TIER 2 INDIVIDUAL MOOP,DEHB INN TIER 1 FAMILY MOOP,DEHB INN TIER 2 FAMILY MOOP,DEHB OUT OF NET INDIVIDUAL MOOP,DEHB OUT OF NET FAMILY MOOP,DEHB COMB INN OON INDIVIDUAL MOOP,DEHB COMB INN OON FAMILY MOOP,TEHB INN TIER 1 INDIVIDUAL MOOP,TEHB INN TIER 1 FAMILY MOOP,TEHB INN TIER 2 INDIVIDUAL MOOP,TEHB INN TIER 2 FAMILY MOOP,TEHB OUT OF NET INDIVIDUAL MOOP,TEHB OUT OF NET FAMILY MOOP,TEHB COMB INN OON INDIVIDUAL MOOP,TEHB COMB INN OON FAMILY MOOP,MEHB DED INN TIER1 INDIVIDUAL,MEHB DED INN TIER1 FAMILY,MEHB DED INN TIER1 COINSURNACE,MEHB DED INN TIER2 INDIVIDUAL,MEHB DED INN TIER2 FAMILY,MEHB DED INN TIER2 COINSURANCE,MEHB DED OUT OF NET INDIVIDUAL,MEHB DED OUT OF NET FAMILY,MEHB DED COMB INN OON INDIVIDUAL,MEHB DED COMB INN OON FAMILY,DEHB DED INN TIER1 INDIVIDUAL,DEHB DED INN TIER1 FAMILY,DEHB DED INN TIER1 COINSURNACE,DEHB DED INN TIER2 INDIVIDUAL,DEHB DED INN TIER2 FAMILY,DEHB DED INN TIER2 COINSURANCE,DEHB DED OUT OF NET INDIVIDUAL,DEHB DED OUT OF NET FAMILY,DEHB DED COMB INN OON INDIVIDUAL,DEHB DED COMB INN OON FAMILY,TEHB DED INN TIER 1 INDIVIDUAL,TEHB DED INN TIER 1 FAMILY,TEHB DED INN TIER 1 COINSURANCE,TEHB DED INN TIER 2 INDIVIDUAL,TEHB DED INN TIER 2 FAMILY,TEHB DED INN TIER 2 COINSURANCE,TEHB DED OUT OF NET INDIVIDUAL,TEHB DED OUT OF NET FAMILY,TEHB DED OUT COMB INN OON INDIVIDUAL,TEHB DED OUT COMB INN OON FAMILY,SBC HAVING A BABY DEDUCTIBLE,SBC HAVING A BABY COPAYMENT,SBC HAVING A BABY COINSURANCE,SBC HAVING A BABY LIMIT,SBC HAVING DIABETES DEDUCTIBLE,SBC HAVING  DIABETES COPAYMENT,SBC HAVING DIABETES COINSURANCE,SBC HAVING DIABETES LIMIT
4017,2016,NY,The Guardian Life Insurance Company,42640,SERFF,1,2016-02-23,Benefits_Package_4,Individual,1,13-5123390,42640NY0320001,Guardian Family Essentials NS INN OON Adult/Family Dental Dep25 Family Dental DP,42640NY032,,NYN003,NYS003,,1,PPO,Low,,Both,,,,,,,,Allows Adult and Child-Only,,,,23.76,Guaranteed Rate,,,,,2016-01-01,,0,,1,Coverage is available outside the Service Area.,1,,https://dentalexchange.guardianlife.com/secure/PAWEBSITE.MEMBER.UI/WBSPaymentRedirect.aspx,,,42640NY0320001-00,Standard Low Off Exchange Plan,69%,,,,0,100%,,350,$350 per person | $700 per group,,,Not Applicable,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,75,$75 per person | $150 per group,,,,,150,$150 per person | $300 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,2016,NY,The Guardian Life Insurance Company,42640,SERFF,1,2016-02-23,Benefits_Package_4,Individual,1,13-5123390,42640NY0320001,Guardian Family Essentials NS INN OON Adult/Family Dental Dep25 Family Dental DP,42640NY032,,NYN003,NYS003,,1,PPO,Low,,Both,,,,,,,,Allows Adult and Child-Only,,,,23.76,Guaranteed Rate,,,,,2016-01-01,,0,,1,Coverage is available outside the Service Area.,1,,https://dentalexchange.guardianlife.com/secure/PAWEBSITE.MEMBER.UI/WBSPaymentRedirect.aspx,,,42640NY0320001-01,Standard Low On Exchange Plan,69%,,,,0,100%,,350,$350 per person | $700 per group,,,Not Applicable,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,75,$75 per person | $150 per group,,,,,150,$150 per person | $300 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,2016,NY,The Guardian Life Insurance Company,42640,SERFF,1,2016-02-23,Benefits_Package_4,SHOP (Small Group),1,13-5123390,42640NY0120002,Guardian Family Advantage Plus NS INN OON Adult/Family Dental Dep25 Family Dental DP,42640NY012,,NYN001,NYS003,,0,PPO,High,,Both,,,,,,,,Allows Adult and Child-Only,,,,28.52,Guaranteed Rate,,,,,2016-01-01,,0,,1,Coverage is available outside of the Service Area.,1,,,,,42640NY0120002-00,Standard High Off Exchange Plan,85%,,,,0,100%,,350,$350 per person | $700 per group,,,Not Applicable,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,50,$50 per person | $100 per group,,,,,50,$50 per person | $100 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,2016,NY,The Guardian Life Insurance Company,42640,SERFF,1,2016-02-23,Benefits_Package_4,SHOP (Small Group),1,13-5123390,42640NY0120002,Guardian Family Advantage Plus NS INN OON Adult/Family Dental Dep25 Family Dental DP,42640NY012,,NYN001,NYS003,,0,PPO,High,,Both,,,,,,,,Allows Adult and Child-Only,,,,28.52,Guaranteed Rate,,,,,2016-01-01,,0,,1,Coverage is available outside of the Service Area.,1,,,,,42640NY0120002-01,Standard High On Exchange Plan,85%,,,,0,100%,,350,$350 per person | $700 per group,,,Not Applicable,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,50,$50 per person | $100 per group,,,,,50,$50 per person | $100 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,2016,NY,The Guardian Life Insurance Company,42640,SERFF,1,2016-02-23,Benefits_Package_4,SHOP (Small Group),1,13-5123390,42640NY0310001,Guardian Family Essentials NS INN OON Adult/Family Dental Dep25 Family Dental DP,42640NY031,,NYN001,NYS003,,0,PPO,Low,,Both,,,,,,,,Allows Adult and Child-Only,,,,17.86,Guaranteed Rate,,,,,2016-01-01,,0,,1,Coverage is available outside of the Service Area.,1,,,,,42640NY0310001-00,Standard Low Off Exchange Plan,69%,,,,0,100%,,350,$350 per person | $700 per group,,,Not Applicable,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,150,$150 per person | $300 per group,,,,,150,$150 per person | $300 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,2016,NY,The Guardian Life Insurance Company,42640,SERFF,1,2016-02-23,Benefits_Package_4,SHOP (Small Group),1,13-5123390,42640NY0310001,Guardian Family Essentials NS INN OON Adult/Family Dental Dep25 Family Dental DP,42640NY031,,NYN001,NYS003,,0,PPO,Low,,Both,,,,,,,,Allows Adult and Child-Only,,,,17.86,Guaranteed Rate,,,,,2016-01-01,,0,,1,Coverage is available outside of the Service Area.,1,,,,,42640NY0310001-01,Standard Low On Exchange Plan,69%,,,,0,100%,,350,$350 per person | $700 per group,,,Not Applicable,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,150,$150 per person | $300 per group,,,,,150,$150 per person | $300 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010033,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010035,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010033-00,Standard Bronze Off Exchange Plan,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4024,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010033,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010035,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010033-01,Standard Bronze On Exchange Plan,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4025,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010033,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010035,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010033-02,Zero Cost Sharing Plan Variation,100%,,1,1,0,100%,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,0,0,200,0,0,0,40
4026,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010033,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010035,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010033-03,Limited Cost Sharing Plan Variation,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4027,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010035,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Child Only,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010035-00,Standard Bronze Off Exchange Plan,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4028,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010035,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Child Only,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010035-01,Standard Bronze On Exchange Plan,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4029,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010035,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Child Only,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010035-02,Zero Cost Sharing Plan Variation,100%,,1,1,0,100%,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,0,0,200,0,0,0,40
4030,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_1,Individual,0,06-1172891,54235NY0010035,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Child Only,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010035-03,Limited Cost Sharing Plan Variation,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4031,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,06-1172891,54235NY0010034,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 29,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult and Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010034-00,Standard Bronze Off Exchange Plan,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4032,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,06-1172891,54235NY0010034,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 29,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult and Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010034-01,Standard Bronze On Exchange Plan,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4033,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,06-1172891,54235NY0010034,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 29,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult and Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010034-02,Zero Cost Sharing Plan Variation,100%,,1,1,0,100%,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,0,0,200,0,0,0,40
4034,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,06-1172891,54235NY0010034,UnitedHealthcare Compass HSA Bronze NS INN Pediatric Dental Dep 29,54235NY001,,NYN001,NYS001,NYF004,1,HMO,Bronze,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult and Child-Only,,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010034-03,Limited Cost Sharing Plan Variation,62%,,1,1,0,100%,,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,50%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,4000,20,1100,200,4000,300,50,40
4035,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,06-1172891,54235NY0010001,UnitedHealthcare Compass Platinum ST INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF002,0,HMO,Platinum,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010019,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010001-00,Standard Platinum Off Exchange Plan,89%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,10%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,700,0,200,0,1400,0,40
4036,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,06-1172891,54235NY0010001,UnitedHealthcare Compass Platinum ST INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF002,0,HMO,Platinum,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010019,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010001-01,Standard Platinum On Exchange Plan,89%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,10%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,700,0,200,0,1400,0,40
4037,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,06-1172891,54235NY0010001,UnitedHealthcare Compass Platinum ST INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF002,0,HMO,Platinum,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010019,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010001-02,Zero Cost Sharing Plan Variation,100%,,1,1,0,100%,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,0,0,200,0,0,0,40
4038,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,06-1172891,54235NY0010001,UnitedHealthcare Compass Platinum ST INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF002,0,HMO,Platinum,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010019,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010001-03,Limited Cost Sharing Plan Variation,89%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,10%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,700,0,200,0,1400,0,40
4039,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,06-1172891,54235NY0010003,UnitedHealthcare Compass Gold ST INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF003,0,HMO,Gold,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010021,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010003-00,Standard Gold Off Exchange Plan,81%,,0,1,0,100%,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,600,$600 per person | $1200 per group,20%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,600,1500,0,200,600,1200,0,40
4040,2016,NY,UnitedHealthcare of New York  Inc.,54235,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,06-1172891,54235NY0010003,UnitedHealthcare Compass Gold ST INN Pediatric Dental Dep 25,54235NY001,,NYN001,NYS001,NYF003,0,HMO,Gold,1,Both,0,1,All  except OBGYN and as state mandated.,,,,,Allows Adult-Only,54235NY0010021,0,Heart Disease  Diabetes  Pregnancy,,,,,,,2016-01-01,,1,Emergency Only,1,Emergency Services Only,0,,https://exchange.uhone.com/payment/dcd04de5-660e-4e36-9255-581f0a3cb143,,http://www.uhc.com/xny,54235NY0010003-01,Standard Gold On Exchange Plan,81%,,0,1,0,100%,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,600,$600 per person | $1200 per group,20%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,600,1500,0,200,600,1200,0,40
